text,label,language
দিল্লি এর আবহাওয়ার পূর্বাভাস কী?,weather_forecast,bn
புவனேஸ்வர்வில் வெப்பநிலை எவ்வளவு?,temperature,ta
ପୁଣେରେ ଆର୍ଦ୍ରତା କେତେ?,humidity,or
బెంగళూరులో తేమ ఎంత?,humidity,te
ਅੱਜ ਬੈਂਗਲੁਰੂ ਦਾ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
ਮੁੰਬਈ ਅਤੇ ਪੁਣੇ ਵਿੱਚੋਂ ਕਿਹੜਾ ਠੰਡਾ ਹੈ?,weather_comparison,pa
मुंबई मध्ये वाऱ्याचा वेग किती आहे?,wind,mr
বেঙ্গালুরু এ সূর্যাস্ত কখন?,sunrise_sunset,bn
ਪੁਣੇ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਚੜ੍ਹਦਾ ਹੈ?,sunrise_sunset,pa
आज हैदराबाद चे हवामान कसे आहे?,weather_current,mr
ਕੋਲਕਾਤਾ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਸੂਰਜ ਕਿੰਨੇ ਵਜੇ ਚੜ੍ਹਦਾ ਹੈ?,sunrise_sunset,pa
हैदराबाद में बारिश की संभावना है?,rain,hi
ದೆಹಲಿನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
రేపు ఢిల్లీలో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
How hot is it in Kolkata?,temperature,en
પુણેમાં કેટલી ગરમી છે?,temperature,gu
આજે ચેન્નાઈમાં ભેજ કેટલો રહેશે?,humidity,gu
કોલકાતામાં કેટલી ગરમી છે?,temperature,gu
बेंगळुरू मध्ये पावसाची शक्यता आहे का?,rain,mr
પુણેનું હવામાન અનુમાન શું છે?,weather_forecast,gu
আগামীকাল কলকাতা এর তাপমাত্রা কত থাকবে?,temperature,bn
பெங்களூருவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
పుణెలో ఎంత వేడిగా ఉంది?,temperature,te
ಚೆನ್ನೈನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
भुवनेश्वर में हवा की गुणवत्ता कैसी है?,air_quality,hi
"ଚେନ୍ନାଇ ନା ବେଙ୍ଗାଲୁରୁ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
ਦਿੱਲੀ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
"Which is hotter, Bengaluru or Hyderabad?",weather_comparison,en
କୋଲକାତା ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
హైదరాబాద్లో గాలి నాణ్యత ఎలా ఉంది?,air_quality,te
ముంబైలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
How is the weather today in Chennai?,weather_current,en
દિલ્હીમાં પવનની ઝડપ કેટલી છે?,wind,gu
બેંગલુરુ માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
কলকাতা এ বাতাস কতটা জোরে বইছে?,wind,bn
ಬೆಂಗಳೂರುನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
બેંગલુરુમાં પવનની ઝડપ કેટલી છે?,wind,gu
బెంగళూరు మరియు ముంబై వాతావరణాన్ని పోల్చండి.,weather_comparison,te
"புனே அல்லது ஹைதராபாத், எது குளிராக உள்ளது?",weather_comparison,ta
ਕੋਲਕਾਤਾ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
उद्या बेंगळुरू मध्ये हवामान कसे असेल?,weather_forecast,mr
दिल्ली और हैदराबाद में किसका मौसम बेहतर है?,weather_comparison,hi
ನಾಳೆ ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು ಇರುತ್ತದೆ?,temperature,kn
చెన్నై AQI ఎంత?,air_quality,te
மும்பைவில் மழைக்கு வாய்ப்பு உள்ளதா?,rain,ta
पुणे मध्ये हवामानाचा इशारा आहे का?,weather_alert,mr
பெங்களூருவில் சூரிய அஸ்தமனம் எப்போது?,sunrise_sunset,ta
ଭୁବନେଶ୍ୱରରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
ଭୁବନେଶ୍ୱରରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
ఢిల్లీలో వర్షం పడే అవకాశం ఉందా?,rain,te
பெங்களூருவில் வெப்பநிலை எவ்வளவு?,temperature,ta
What is the wind speed in Pune?,wind,en
What is the temperature in Delhi?,temperature,en
बेंगलुरु में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
ଆସନ୍ତାକାଲି ମୁମ୍ବାଇରେ ପାଗ କେମିତି ରହିବ?,weather_forecast,or
କୋଲକାତାର ପାଗ ବିଷୟରେ କୁହନ୍ତୁ।,weather_current,or
ಭುವನೇಶ್ವರನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
उद्या कोलकाता मध्ये पाऊस पडेल का?,rain,mr
ମୁମ୍ବାଇର AQI କେତେ?,air_quality,or
புவனேஸ்வர்வில் இன்று வானிலை எப்படி இருக்கிறது?,weather_current,ta
What weather can I expect in Chennai tomorrow?,weather_forecast,en
நாளை டெல்லிவில் மழை பெய்யுமா?,rain,ta
भुवनेश्वर मध्ये सूर्योदय किती वाजता होतो?,sunrise_sunset,mr
சென்னைவில் சூரிய உதயம் எப்போது?,sunrise_sunset,ta
ବେଙ୍ଗାଲୁରୁର ପାଗ ପୂର୍ବାନୁମାନ କଣ?,weather_forecast,or
Give me the weather forecast for Chennai.,weather_forecast,en
उद्या बेंगळुरू मध्ये पाऊस पडेल का?,rain,mr
ಪುಣೆನಲ್ಲಿ ಮಳೆಯ ಸಾಧ್ಯತೆ ಇದೆಯೇ?,rain,kn
क्या कल हैदराबाद में बारिश होगी?,rain,hi
ହାଇଦ୍ରାବାଦରେ ଆଜି ପାଗ କେମିତି ଅଛି?,weather_current,or
రేపు చెన్నైలో ఉష్ణోగ్రత ఎంత ఉంటుంది?,temperature,te
ହାଇଦ୍ରାବାଦରେ କେତେ ଆର୍ଦ୍ରତା ଅଛି?,humidity,or
हैदराबाद में हवा कितनी तेज है?,wind,hi
કાલે મુંબઈમાં હવામાન કેવું રહેશે?,weather_forecast,gu
હૈદરાબાદમાં વરસાદની શક્યતા છે?,rain,gu
What is the weather forecast for Bhubaneswar?,weather_forecast,en
ಹೈದರಾಬಾದ್ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
দিল্লি এ কতটা গরম?,temperature,bn
What is the weather in Kolkata today?,weather_current,en
కోల్‌కతాలో వర్షం పడే అవకాశం ఉందా?,rain,te
হায়দ্রাবাদ এ সূর্যাস্ত কখন?,sunrise_sunset,bn
"கொல்கத்தா அல்லது சென்னை, எது குளிராக உள்ளது?",weather_comparison,ta
ভুবনেশ্বর এ সূর্যোদয় কখন?,sunrise_sunset,bn
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಬೆಂಗಳೂರುನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ದೆಹಲಿನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
புவனேஸ்வர்வில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
ಇಂದು ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,rain,kn
"Which city is colder, Chennai or Mumbai?",weather_comparison,en
நாளை பெங்களூருவில் மழை பெய்யுமா?,rain,ta
আজ কি দিল্লি এ বৃষ্টি হবে?,rain,bn
Compare the weather in Delhi and Mumbai.,weather_comparison,en
పుణెలో ఎంత తేమ ఉంది?,humidity,te
కోల్‌కతాలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
કોલકાતામાં પવન કેટલો ઝડપી છે?,wind,gu
କୋଲକାତାରେ ବାୟୁର ଗୁଣବତ୍ତା କେମିତି?,air_quality,or
"ಹೈದರಾಬಾದ್ ಅಥವಾ ದೆಹಲಿ, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
What will the weather be like in Kolkata tomorrow?,weather_forecast,en
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
কলকাতা এ কতটা গরম?,temperature,bn
சென்னைவில் காற்றின் தரம் எப்படி உள்ளது?,air_quality,ta
"পুনে না চেন্নাই, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
आज मुंबई में मौसम कैसा रहेगा?,weather_current,hi
चेन्नई में सूर्योदय कितने बजे होगा?,sunrise_sunset,hi
ହାଇଦ୍ରାବାଦର ବର୍ତ୍ତମାନ ପାଗ କେମିତି?,weather_current,or
How is the weather today in Mumbai?,weather_current,en
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਹੈ?,humidity,pa
భువనేశ్వర్లో సూర్యోదయం ఎప్పుడు?,sunrise_sunset,te
ముంబై మరియు బెంగళూరు వాతావరణాన్ని పోల్చండి.,weather_comparison,te
How is the air quality in Pune?,air_quality,en
What is the weather in Bhubaneswar today?,weather_current,en
चेन्नई मध्ये आर्द्रता किती आहे?,humidity,mr
How strong is the wind in Kolkata?,wind,en
ચેન્નાઈમાં પવન કેટલો ઝડપી છે?,wind,gu
মুম্বাই এর আবহাওয়া আমাকে বলুন।,weather_current,bn
"কলকাতা না ভুবনেশ্বর, কোনটি বেশি ঠান্ডা?",weather_comparison,bn
చెన్నైలో ప్రస్తుత వాతావరణం ఎలా ఉంది?,weather_current,te
ఈ రోజు కోల్‌కతాలో వర్షం పడుతుందా?,rain,te
মুম্বাই এ কতটা গরম?,temperature,bn
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਹਵਾ ਦੀ ਗੁਣਵੱਤਾ ਕਿਹੋ ਜਿਹੀ ਹੈ?,air_quality,pa
"ପୁଣେ ନା ହାଇଦ୍ରାବାଦ, କେଉଁଠି ଅଧିକ ଥଣ୍ଡା?",weather_comparison,or
ನಾಳೆ ಭುವನೇಶ್ವರನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
భువనేశ్వర్ వాతావరణ సూచన ఏమిటి?,weather_forecast,te
ମୁମ୍ବାଇରେ ପବନ କେତେ ଜୋରରେ ବହୁଛି?,wind,or
ದೆಹಲಿನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
புனேவில் காற்று எவ்வளவு வேகமாக வீசுகிறது?,wind,ta
બેંગલુરુમાં આજે હવામાન કેવું છે?,weather_current,gu
ಬೆಂಗಳೂರುನಲ್ಲಿ ಸೂರ್ಯೋದಯ ಯಾವಾಗ?,sunrise_sunset,kn
ବେଙ୍ଗାଲୁରୁ ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
आज कोलकाता में नमी कितनी रहेगी?,humidity,hi
ਚੇਨਈ ਵਿੱਚ ਕਿੰਨੀ ਨਮੀ ਹੈ?,humidity,pa
What is the temperature in Mumbai?,temperature,en
పుణెలో గాలి నాణ్యత ఎలా ఉంది?,air_quality,te
पुणे मध्ये तापमान किती आहे?,temperature,mr
कोलकाता मध्ये तापमान किती आहे?,temperature,mr
କୋଲକାତାରେ ସୂର୍ଯ୍ୟାସ୍ତ କେତେବେଳେ?,sunrise_sunset,or
బెంగళూరుకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
हैदराबाद में हवा की गति कितनी है?,wind,hi
বেঙ্গালুরু এ বাতাস কতটা জোরে বইছে?,wind,bn
ପୁଣେର ପାଗ ବିଷୟରେ କୁହନ୍ତୁ।,weather_current,or
இன்று மும்பைவில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
