text,label
কলকাতা-তে এই সপ্তাহান্তে বৃষ্টি হবে কি?,bn
மும்பைல் இன்று இரவு வெயில் இருக்கும் வாய்ப்பு உள்ளதா?,ta
ಮುಂಬೈನಲ್ಲಿ ಇಂದು ರಾತ್ರಿ ಬಿಸಿಲು ಇರುತ್ತದೆಯೇ?,kn
क्या मुंबई में आज रात बादल छाए रहेंगे?,hi
How hot will it be in Mumbai tonight?,en
ମୁମ୍ବାଇରେ ଆଜି ରାତିରେ ପବନ କେତେ ଜୋରରେ ବହିବ?,or
What is the temperature in Bengaluru this week?,en
ଆସନ୍ତାକାଲି ଚେନ୍ନାଇରେ ଛତା ନେଇଯିବା ଉଚିତ କି?,or
பெங்களூருல் இந்த வாரம் வெயில் இருக்கும் வாய்ப்பு உள்ளதா?,ta
ਕੀ ਕੋਲਕਾਤਾ ਵਿੱਚ ਇਸ ਹਫ਼ਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਧੁੱਪ ਨਿਕਲੇਗੀ?,pa
બેંગલુરુમાં આ અઠવાડિયે આકાશ વાદળછાયું રહેશે?,gu
या आठवड्याच्या शेवटी कोलकाता मध्ये किती थंडी असेल?,mr
ચેન્નાઈમાં આવતીકાલે હવામાન કેવું છે?,gu
டெல்லில் இன்று மழைக்கால வானிலை இருக்குமா?,ta
इस सप्ताह बेंगलुरु का मौसम कैसा रहेगा?,hi
ଦିଲ୍ଲୀରେ ଆଜି ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,or
કોલકાતામાં આ સપ્તાહના અંતે ભેજ વધારે રહેશે?,gu
டெல்லில் இன்று வானிலை பற்றி சொல்ல முடியுமா?,ta
Is Bengaluru likely to get rain this week?,en
How is the weather in Bengaluru this week?,en
ଆଜି ରାତିରେ ମୁମ୍ବାଇରେ କେତେ ଥଣ୍ଡା ରହିବ?,or
कोलकाता में इस सप्ताहांत नमी कितनी रहेगी?,hi
बेंगळुरू मध्ये या आठवड्यात आर्द्रता जास्त राहील का?,mr
కోల్‌కతాలో ఈ వారాంతంలో వర్షం పడే అవకాశం ఉందా?,te
ದೆಹಲಿನಲ್ಲಿ ಇಂದು ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,kn
மும்பைல் இன்று இரவு மழை பெய்யும் என்று எதிர்பார்க்கப்படுகிறதா?,ta
பெங்களூருல் இந்த வாரம் வானிலை பற்றி சொல்ல முடியுமா?,ta
బెంగళూరులో ఈ వారం ప్రయాణానికి వాతావరణం ఎలా ఉంటుంది?,te
Is sunshine expected in Bengaluru this week?,en
আজ রাতে মুম্বাই-তে কতটা গরম পড়বে?,bn
ବେଙ୍ଗାଲୁରୁରେ ଏହି ସପ୍ତାହରେ ଯାତ୍ରା ପାଇଁ ପାଗ କେମିତି ରହିବ?,or
ದೆಹಲಿನಲ್ಲಿ ಇಂದು ಗಾಳಿಯ ವೇಗ ಎಷ್ಟು ಇರುತ್ತದೆ?,kn
కోల్‌కతాలో ఈ వారాంతంలో ఉష్ణోగ్రత ఎలా ఉంటుంది?,te
বেঙ্গালুরু-তে এই সপ্তাহে বাতাসে আর্দ্রতা কত থাকবে?,bn
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਇਸ ਹਫ਼ਤੇ ਧੁੱਪ ਰਹਿਣ ਦੀ ਸੰਭਾਵਨਾ ਹੈ?,pa
ಮುಂಬೈನಲ್ಲಿ ಇಂದು ರಾತ್ರಿ ಮಳೆಯಾಗುವ ನಿರೀಕ್ಷೆಯಿದೆಯೇ?,kn
ମୁମ୍ବାଇ ପାଇଁ ଆଜି ରାତିରେ ପାଗର ପୂର୍ବାନୁମାନ ଦିଅନ୍ତୁ।,or
ચેન્નાઈમાં આવતીકાલે મુસાફરી માટે હવામાન કેવું રહેશે?,gu
দিল্লি-তে আজ বাতাসে আর্দ্রতা কত থাকবে?,bn
કોલકાતામાં આ સપ્તાહના અંતે વાદળો રહેશે?,gu
चेन्नई मध्ये उद्या वाऱ्याचा वेग किती राहील?,mr
आज रात मुंबई का मौसम कैसा रहेगा?,hi
Will the weather be clear in Kolkata this weekend?,en
ਦਿੱਲੀ ਵਿੱਚ ਅੱਜ ਮੀਂਹ ਪਵੇਗਾ?,pa
আজ দিল্লি-তে ছাতা নিয়ে যাওয়া উচিত কি?,bn
आज रात्री मुंबई मध्ये किती थंडी असेल?,mr
కోల్‌కతాలో ఈ వారాంతంలో ఆకాశం మేఘావృతంగా ఉంటుందా?,te
କୋଲକାତାରେ ଏହି ସପ୍ତାହାନ୍ତରେ ପାଗ କେମିତି ଅଛି?,or
ಬೆಂಗಳೂರುನಲ್ಲಿ ಈ ವಾರ ಮಳೆ ಬೀಳುತ್ತದೆಯೇ?,kn
బెంగళూరులో ఈ వారం బయటకు వెళ్లడానికి గొడుగు అవసరమా?,te
मुंबई मध्ये आज रात्री आकाश ढगाळ राहील का?,mr
ਕੀ ਤੁਸੀਂ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਇਸ ਹਫ਼ਤੇ ਮੌਸਮ ਬਾਰੇ ਦੱਸ ਸਕਦੇ ਹੋ?,pa
Should I carry an umbrella in Mumbai tonight?,en
டெல்லில் இன்று காற்றின் வேகம் எவ்வளவு இருக்கும்?,ta
बेंगळुरू मध्ये या आठवड्यात तापमान कसे राहील?,mr
ಕೋಲ್ಕತ್ತಾನಲ್ಲಿ ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಮೋಡಗಳು ಇರುತ್ತವೆಯೇ?,kn
చెన్నైలో రేపు ఎండ ఉండే అవకాశం ఉందా?,te
इस सप्ताहांत कोलकाता में छाता लेकर जाना चाहिए क्या?,hi
ਕੀ ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਇਸ ਹਫ਼ਤੇ ਮੀਂਹ ਵਾਲਾ ਮੌਸਮ ਰਹੇਗਾ?,pa
ଚେନ୍ନାଇରେ ଆସନ୍ତାକାଲି ତାପମାତ୍ରା କେମିତି ରହିବ?,or
મુંબઈમાં આજે રાત્રે વરસાદની આગાહી છે?,gu
মুম্বাই-তে আজ রাতে আবহাওয়া কেমন?,bn
क्या कोलकाता में इस सप्ताहांत आंधी-तूफान आएगा?,hi
ચેન્નાઈમાં આવતીકાલે તાપમાન કેટલું રહેશે?,gu
ਦਿੱਲੀ ਵਿੱਚ ਅੱਜ ਹਵਾ ਦੀ ਨਮੀ ਕਿੰਨੀ ਹੋਵੇਗੀ?,pa
मुंबई में आज रात आसमान में बादल रहेंगे क्या?,hi
ଦିଲ୍ଲୀରେ ଆଜି ପବନର ବେଗ କେତେ ରହିବ?,or
કોલકાતામાં આ સપ્તાહના અંતે બહાર જવા માટે હવામાન સારું છે?,gu
ଆଜି ଦିଲ୍ଲୀରେ ଛତା ନେଇଯିବା ଉଚିତ କି?,or
Will there be thunderstorms in Bengaluru this week?,en
ਦਿੱਲੀ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,pa
చెన్నైలో రేపు వర్షపు వాతావరణం ఉంటుందా?,te
বেঙ্গালুরু-তে এই সপ্তাহে বাইরে যাওয়ার জন্য আবহাওয়া ভালো কি?,bn
ચેન્નાઈમાં આવતીકાલે બહાર જવા માટે હવામાન સારું છે?,gu
क्या दिल्ली में आज बादल छाए रहेंगे?,hi
Is sunshine expected in Kolkata this weekend?,en
இன்று இரவு மும்பைல் வானிலை எப்படி இருக்கும்?,ta
చెన్నైలో రేపు వర్షం పడుతుందని అంచనా ఉందా?,te
ఈ రాత్రి ముంబైలో గొడుగు తీసుకెళ్లాలా?,te
ਬੈਂਗਲੁਰੂ ਵਿੱਚ ਇਸ ਹਫ਼ਤੇ ਤਾਪਮਾਨ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,pa
ముంబైలో ఈ రాత్రి వాతావరణం ఎలా ఉంటుంది?,te
